,Unnamed: 0,h,V,C,x,y,Y
761,761,2.5RP,3,14,0.346,0.144,3.7
762,762,2.5RP,3,16,0.35,0.124,3.53
763,763,2.5RP,3,18,0.352,0.107,3.4
764,764,2.5RP,3,20,0.355,0.088,3.23
765,765,5RP,3,2,0.327,0.284,5.7
766,766,5RP,3,4,0.342,0.256,5.08
767,767,5RP,3,6,0.354,0.233,4.68
768,768,5RP,3,8,0.364,0.211,4.34
769,769,5RP,3,10,0.372,0.192,4.1
770,770,5RP,3,12,0.381,0.171,3.85
771,771,5RP,3,14,0.388,0.155,3.66
772,772,5RP,3,16,0.396,0.134,3.45
773,773,5RP,3,18,0.403,0.117,3.28
774,774,7.5RP,3,2,0.336,0.29,5.7
775,775,7.5RP,3,4,0.36,0.266,5.08
776,776,7.5RP,3,6,0.381,0.245,4.65
777,777,7.5RP,3,8,0.399,0.226,4.31
778,778,7.5RP,3,10,0.415,0.208,4.04
779,779,7.5RP,3,12,0.432,0.19,3.81
780,780,7.5RP,3,14,0.446,0.174,3.6
781,781,7.5RP,3,16,0.463,0.153,3.4
782,782,10RP,3,2,0.344,0.297,5.75
783,783,10RP,3,4,0.377,0.279,5.12
784,784,10RP,3,6,0.408,0.262,4.68
785,785,10RP,3,8,0.435,0.245,4.31
786,786,10RP,3,10,0.461,0.231,4.02
787,787,10RP,3,12,0.488,0.214,3.74
788,788,10RP,3,14,0.513,0.2,3.55
789,789,10RP,3,16,0.542,0.182,3.33
790,790,2.5R,4,0,0.3101,0.3163,12.0
791,791,2.5R,4,2,0.343,0.308,10.8
792,792,2.5R,4,4,0.377,0.297,9.8
793,793,2.5R,4,6,0.409,0.287,9.0
794,794,2.5R,4,8,0.44,0.276,8.3
795,795,2.5R,4,10,0.471,0.265,7.8
796,796,2.5R,4,12,0.5,0.255,7.3
797,797,2.5R,4,14,0.526,0.245,6.9
798,798,2.5R,4,16,0.554,0.234,6.5
799,799,2.5R,4,18,0.576,0.226,6.3
800,800,5R,4,2,0.346,0.313,10.9
801,801,5R,4,4,0.384,0.309,9.9
802,802,5R,4,6,0.422,0.303,9.1
803,803,5R,4,8,0.459,0.295,8.4
804,804,5R,4,10,0.495,0.287,7.8
805,805,5R,4,12,0.529,0.278,7.2
806,806,5R,4,14,0.563,0.269,6.8
807,807,5R,4,16,0.593,0.261,6.5
808,808,5R,4,18,0.624,0.252,6.1
809,809,7.5R,4,2,0.348,0.319,11.0
810,810,7.5R,4,4,0.389,0.319,10.1
811,811,7.5R,4,6,0.432,0.317,9.2
812,812,7.5R,4,8,0.473,0.313,8.4
813,813,7.5R,4,10,0.514,0.308,7.8
814,814,7.5R,4,12,0.554,0.301,7.3
815,815,7.5R,4,14,0.592,0.294,6.8
816,816,7.5R,4,16,0.628,0.286,6.4
817,817,7.5R,4,18,0.664,0.278,6.0
818,818,10R,4,2,0.35,0.323,11.1
819,819,10R,4,4,0.394,0.329,10.2
820,820,10R,4,6,0.441,0.333,9.4
821,821,10R,4,8,0.486,0.334,8.6
822,822,10R,4,10,0.529,0.334,7.9
823,823,10R,4,12,0.574,0.333,7.4
824,824,10R,4,14,0.617,0.332,6.9
825,825,10R,4,16,0.661,0.331,6.5
826,826,2.5YR,4,0,0.31,0.316,12.0
827,827,2.5YR,4,2,0.35,0.329,11.2
828,828,2.5YR,4,4,0.397,0.341,10.3
829,829,2.5YR,4,6,0.448,0.351,9.4
830,830,2.5YR,4,8,0.495,0.357,8.8
831,831,2.5YR,4,10,0.54,0.363,8.2
832,832,2.5YR,4,12,0.587,0.368,7.6
833,833,2.5YR,4,14,0.631,0.373,7.2
834,834,5YR,4,2,0.35,0.334,11.3
835,835,5YR,4,4,0.398,0.353,10.6
836,836,5YR,4,6,0.454,0.372,9.7
837,837,5YR,4,8,0.502,0.384,9.0
838,838,5YR,4,10,0.547,0.397,8.4
839,839,5YR,4,12,0.595,0.41,8.0
840,840,7.5YR,4,2,0.349,0.339,11.4
841,841,7.5YR,4,4,0.397,0.365,10.7
842,842,7.5YR,4,6,0.458,0.394,9.9
843,843,7.5YR,4,8,0.506,0.416,9.4
844,844,7.5YR,4,10,0.552,0.437,8.8
845,845,10YR,4,2,0.347,0.343,11.4
846,846,10YR,4,4,0.395,0.376,10.8
847,847,10YR,4,6,0.457,0.416,10.1
848,848,10YR,4,8,0.506,0.446,9.5
849,849,2.5Y,4,0,0.31,0.316,12.0
850,850,2.5Y,4,2,0.345,0.347,11.4
851,851,2.5Y,4,4,0.391,0.385,10.9
852,852,2.5Y,4,6,0.453,0.434,10.2
853,853,2.5Y,4,8,0.502,0.471,9.7
854,854,5Y,4,2,0.342,0.35,11.4
855,855,5Y,4,4,0.385,0.393,10.9
856,856,5Y,4,6,0.446,0.452,10.2
857,857,5Y,4,8,0.494,0.495,9.8
858,858,7.5Y,4,2,0.339,0.352,11.4
859,859,7.5Y,4,4,0.379,0.4,10.9
860,860,7.5Y,4,6,0.436,0.469,10.2
861,861,7.5Y,4,8,0.478,0.518,9.8
862,862,10Y,4,2,0.335,0.354,11.4
863,863,10Y,4,4,0.37,0.407,10.9
864,864,10Y,4,6,0.42,0.484,10.2
865,865,10Y,4,8,0.454,0.536,9.7
866,866,2.5GY,4,0,0.31,0.316,12.0
867,867,2.5GY,4,2,0.33,0.355,11.4
868,868,2.5GY,4,4,0.357,0.411,10.8
869,869,2.5GY,4,6,0.393,0.493,10.0
870,870,2.5GY,4,8,0.416,0.547,9.5
871,871,5GY,4,2,0.322,0.356,11.4
872,872,5GY,4,4,0.337,0.412,10.7
873,873,5GY,4,6,0.358,0.493,9.8
874,874,5GY,4,8,0.372,0.548,9.2
875,875,5GY,4,10,0.382,0.604,8.8
876,876,7.5GY,4,2,0.314,0.354,11.3
877,877,7.5GY,4,4,0.318,0.407,10.6
878,878,7.5GY,4,6,0.324,0.483,9.7
879,879,7.5GY,4,8,0.326,0.535,9.0
880,880,7.5GY,4,10,0.326,0.587,8.6
881,881,7.5GY,4,12,0.323,0.638,8.1
882,882,7.5GY,4,14,0.316,0.687,7.6
883,883,10GY,4,2,0.307,0.351,11.3
884,884,10GY,4,4,0.302,0.399,10.4
885,885,10GY,4,6,0.294,0.466,9.5
886,886,10GY,4,8,0.286,0.512,9.0
887,887,10GY,4,10,0.278,0.557,8.4
888,888,10GY,4,12,0.268,0.602,7.9
889,889,10GY,4,14,0.255,0.645,7.5
890,890,10GY,4,16,0.24,0.685,7.1
891,891,10GY,4,18,0.222,0.723,6.7
892,892,10GY,4,20,0.202,0.759,6.4
893,893,10GY,4,22,0.183,0.792,6.1
894,894,2.5G,4,0,0.31,0.316,12.0
895,895,2.5G,4,2,0.301,0.348,11.2
896,896,2.5G,4,4,0.287,0.389,10.3
897,897,2.5G,4,6,0.265,0.439,9.4
898,898,2.5G,4,8,0.247,0.475,8.8
899,899,2.5G,4,10,0.228,0.509,8.3
900,900,2.5G,4,12,0.209,0.544,7.7
901,901,2.5G,4,14,0.188,0.577,7.3
902,902,2.5G,4,16,0.166,0.611,6.9
903,903,2.5G,4,18,0.144,0.642,6.6
904,904,2.5G,4,20,0.122,0.674,6.3
905,905,2.5G,4,22,0.099,0.705,6.0
906,906,2.5G,4,24,0.074,0.737,5.7
907,907,2.5G,4,26,0.051,0.767,5.5
908,908,5G,4,2,0.296,0.344,11.2
909,909,5G,4,4,0.275,0.377,10.3
910,910,5G,4,6,0.245,0.416,9.4
911,911,5G,4,8,0.221,0.444,8.7
912,912,5G,4,10,0.195,0.471,8.1
913,913,5G,4,12,0.168,0.498,7.6
914,914,5G,4,14,0.141,0.522,7.2
915,915,5G,4,16,0.114,0.547,6.8
916,916,5G,4,18,0.087,0.57,6.5
917,917,5G,4,20,0.058,0.594,6.1
918,918,5G,4,22,0.031,0.617,5.8
919,919,5G,4,24,0.002,0.64,5.5
920,920,7.5G,4,2,0.291,0.339,11.1
921,921,7.5G,4,4,0.264,0.365,10.1
922,922,7.5G,4,6,0.23,0.394,9.3
923,923,7.5G,4,8,0.201,0.416,8.6
924,924,7.5G,4,10,0.171,0.437,8.1
925,925,7.5G,4,12,0.139,0.459,7.5
926,926,7.5G,4,14,0.109,0.478,7.1
927,927,7.5G,4,16,0.078,0.498,6.7
928,928,7.5G,4,18,0.048,0.516,6.3
929,929,7.5G,4,20,0.016,0.535,6.0
930,930,10G,4,2,0.285,0.332,11.1
931,931,10G,4,4,0.253,0.349,10.1
932,932,10G,4,6,0.211,0.369,9.2
933,933,10G,4,8,0.183,0.384,8.4
934,934,10G,4,10,0.15,0.4,7.9
935,935,10G,4,12,0.114,0.415,7.4
936,936,10G,4,14,0.08,0.429,6.9
937,937,10G,4,16,0.044,0.443,6.5
938,938,2.5BG,4,0,0.31,0.316,12.0
939,939,2.5BG,4,2,0.281,0.324,11.0
940,940,2.5BG,4,4,0.245,0.331,10.0
941,941,2.5BG,4,6,0.206,0.338,9.1
942,942,2.5BG,4,8,0.169,0.343,8.4
943,943,2.5BG,4,10,0.132,0.347,7.8
944,944,2.5BG,4,12,0.095,0.351,7.2
945,945,2.5BG,4,14,0.059,0.354,6.8
946,946,2.5BG,4,16,0.019,0.355,6.4
947,947,5BG,4,2,0.278,0.316,10.9
948,948,5BG,4,4,0.242,0.315,9.9
949,949,5BG,4,6,0.204,0.312,9.1
950,950,5BG,4,8,0.167,0.308,8.4
951,951,5BG,4,10,0.131,0.304,7.7
952,952,5BG,4,12,0.097,0.3,7.3
953,953,5BG,4,14,0.062,0.295,6.8
954,954,7.5BG,4,2,0.277,0.309,10.9
955,955,7.5BG,4,4,0.242,0.301,9.8
956,956,7.5BG,4,6,0.207,0.291,9.1
957,957,7.5BG,4,8,0.174,0.28,8.4
958,958,7.5BG,4,10,0.143,0.269,7.8
959,959,7.5BG,4,12,0.113,0.257,7.4
960,960,7.5BG,4,14,0.084,0.246,7.0
961,961,7.5BG,4,16,0.058,0.235,6.6
962,962,10BG,4,2,0.277,0.305,10.8
963,963,10BG,4,4,0.245,0.29,9.8
964,964,10BG,4,6,0.215,0.275,9.1
965,965,10BG,4,8,0.186,0.26,8.4
966,966,10BG,4,10,0.166,0.246,8.0
967,967,10BG,4,12,0.136,0.23,7.5
968,968,10BG,4,14,0.112,0.214,7.2
969,969,10BG,4,16,0.087,0.198,6.8
970,970,2.5B,4,0,0.31,0.316,12.0
971,971,2.5B,4,2,0.278,0.3,10.8
972,972,2.5B,4,4,0.248,0.283,9.8
973,973,2.5B,4,6,0.221,0.265,9.1
974,974,2.5B,4,8,0.196,0.249,8.6
975,975,2.5B,4,10,0.175,0.232,8.1
976,976,2.5B,4,12,0.154,0.215,7.6
977,977,2.5B,4,14,0.132,0.197,7.2
978,978,2.5B,4,16,0.111,0.178,6.9
979,979,2.5B,4,18,0.091,0.161,6.6
980,980,5B,4,2,0.279,0.297,10.7
981,981,5B,4,4,0.251,0.277,9.8
982,982,5B,4,6,0.227,0.258,9.1
983,983,5B,4,8,0.205,0.24,8.6
984,984,5B,4,10,0.186,0.223,8.1
985,985,5B,4,12,0.167,0.206,7.7
986,986,5B,4,14,0.147,0.187,7.3
987,987,5B,4,16,0.128,0.169,6.9
988,988,5B,4,18,0.11,0.151,6.7
989,989,5B,4,20,0.092,0.131,6.3
990,990,7.5B,4,2,0.281,0.294,10.7
991,991,7.5B,4,4,0.256,0.273,9.8
992,992,7.5B,4,6,0.233,0.252,9.1
993,993,7.5B,4,8,0.214,0.234,8.6
994,994,7.5B,4,10,0.196,0.217,8.2
995,995,7.5B,4,12,0.18,0.199,7.4
996,996,7.5B,4,14,0.162,0.18,7.4
997,997,7.5B,4,16,0.145,0.161,7.0
998,998,7.5B,4,18,0.128,0.143,6.7
999,999,7.5B,4,20,0.111,0.123,6.4
1000,1000,10B,4,2,0.284,0.291,10.7
1001,1001,10B,4,4,0.26,0.269,9.8
1002,1002,10B,4,6,0.239,0.247,9.1
1003,1003,10B,4,8,0.221,0.229,8.6
1004,1004,10B,4,10,0.205,0.211,8.2
1005,1005,10B,4,12,0.189,0.194,7.7
1006,1006,10B,4,14,0.172,0.176,7.4
1007,1007,10B,4,16,0.156,0.156,7.0
1008,1008,10B,4,18,0.141,0.139,6.7
1009,1009,10B,4,20,0.124,0.119,6.4
1010,1010,10B,4,22,0.109,0.1,6.2
1011,1011,2.5PB,4,0,0.31,0.316,12.0
1012,1012,2.5PB,4,2,0.286,0.289,10.7
1013,1013,2.5PB,4,4,0.264,0.266,9.8
1014,1014,2.5PB,4,6,0.244,0.243,9.1
1015,1015,2.5PB,4,8,0.228,0.225,8.6
1016,1016,2.5PB,4,10,0.213,0.207,8.2
1017,1017,2.5PB,4,12,0.198,0.188,7.7
1018,1018,2.5PB,4,14,0.184,0.171,7.4
1019,1019,2.5PB,4,16,0.168,0.152,7.1
1020,1020,2.5PB,4,18,0.154,0.134,6.8
1021,1021,2.5PB,4,20,0.139,0.115,6.5
1022,1022,2.5PB,4,22,0.126,0.097,6.2
1023,1023,5PB,4,2,0.289,0.287,10.7
1024,1024,5PB,4,4,0.27,0.262,9.8
1025,1025,5PB,4,6,0.253,0.238,9.1
1026,1026,5PB,4,8,0.239,0.219,8.6
1027,1027,5PB,4,10,0.227,0.202,8.2
1028,1028,5PB,4,12,0.213,0.182,7.7
1029,1029,5PB,4,14,0.201,0.166,7.4
1030,1030,5PB,4,16,0.188,0.146,7.1
1031,1031,5PB,4,18,0.177,0.129,6.8
1032,1032,5PB,4,20,0.164,0.109,6.5
1033,1033,5PB,4,22,0.154,0.092,6.3
1034,1034,5PB,4,24,0.142,0.072,6.0
1035,1035,5PB,4,26,0.132,0.055,5.8
1036,1036,7.5PB,4,2,0.292,0.286,10.7
1037,1037,7.5PB,4,4,0.276,0.259,9.8
1038,1038,7.5PB,4,6,0.262,0.235,9.0
1039,1039,7.5PB,4,8,0.25,0.215,8.5
1040,1040,7.5PB,4,10,0.24,0.197,8.1
1041,1041,7.5PB,4,12,0.229,0.177,7.7
1042,1042,7.5PB,4,14,0.22,0.161,7.4
1043,1043,7.5PB,4,16,0.21,0.142,7.1
1044,1044,7.5PB,4,18,0.2,0.123,6.8
1045,1045,7.5PB,4,20,0.192,0.105,6.6
1046,1046,7.5PB,4,22,0.184,0.088,6.3
1047,1047,7.5PB,4,24,0.175,0.068,6.1
1048,1048,7.5PB,4,26,0.167,0.05,5.9
1049,1049,7.5PB,4,28,0.159,0.03,5.7
1050,1050,10PB,4,2,0.295,0.285,10.6
1051,1051,10PB,4,4,0.282,0.257,9.8
1052,1052,10PB,4,6,0.271,0.233,9.0
1053,1053,10PB,4,8,0.261,0.217,8.5
1054,1054,10PB,4,10,0.253,0.194,8.1
1055,1055,10PB,4,12,0.245,0.175,7.7
1056,1056,10PB,4,14,0.237,0.157,7.4
1057,1057,10PB,4,16,0.229,0.138,7.1
1058,1058,10PB,4,18,0.221,0.12,6.8
1059,1059,10PB,4,20,0.214,0.101,6.6
1060,1060,10PB,4,22,0.207,0.085,6.3
1061,1061,10PB,4,24,0.2,0.065,6.1
1062,1062,10PB,4,26,0.194,0.048,5.9
1063,1063,10PB,4,28,0.187,0.028,5.7
1064,1064,2.5P,4,0,0.31,0.316,12.0
1065,1065,2.5P,4,2,0.298,0.284,10.6
1066,1066,2.5P,4,4,0.288,0.26,9.8
1067,1067,2.5P,4,6,0.28,0.232,9.0
1068,1068,2.5P,4,8,0.273,0.211,8.4
1069,1069,2.5P,4,10,0.267,0.192,8.1
1070,1070,2.5P,4,12,0.261,0.172,7.7
1071,1071,2.5P,4,14,0.255,0.153,7.4
1072,1072,2.5P,4,16,0.25,0.135,7.1
1073,1073,2.5P,4,18,0.245,0.116,6.8
1074,1074,2.5P,4,20,0.24,0.097,6.5
1075,1075,2.5P,4,22,0.236,0.082,6.3
1076,1076,2.5P,4,24,0.232,0.063,5.9
1077,1077,2.5P,4,26,0.228,0.046,5.6
1078,1078,5P,4,2,0.303,0.284,10.6
1079,1079,5P,4,4,0.296,0.254,9.7
1080,1080,5P,4,6,0.29,0.232,9.0
1081,1081,5P,4,8,0.285,0.21,8.4
1082,1082,5P,4,10,0.281,0.192,8.1
1083,1083,5P,4,12,0.277,0.177,7.7
1084,1084,5P,4,14,0.273,0.153,7.3
1085,1085,5P,4,16,0.269,0.134,7.0
1086,1086,5P,4,18,0.265,0.116,6.7
1087,1087,5P,4,20,0.262,0.096,6.5
1088,1088,5P,4,22,0.259,0.081,6.2
1089,1089,5P,4,24,0.256,0.062,5.9
1090,1090,7.5P,4,2,0.307,0.285,10.7
1091,1091,7.5P,4,4,0.305,0.255,9.6
1092,1092,7.5P,4,6,0.303,0.232,9.0
1093,1093,7.5P,4,8,0.301,0.211,8.4
1094,1094,7.5P,4,10,0.298,0.192,8.0
1095,1095,7.5P,4,12,0.297,0.178,7.6
1096,1096,7.5P,4,14,0.294,0.154,7.3
1097,1097,7.5P,4,16,0.292,0.135,6.9
1098,1098,7.5P,4,18,0.289,0.117,6.7
1099,1099,7.5P,4,20,0.286,0.096,6.4
1100,1100,7.5P,4,22,0.283,0.08,6.2
1101,1101,10P,4,2,0.312,0.286,10.7
1102,1102,10P,4,4,0.315,0.257,9.6
1103,1103,10P,4,6,0.315,0.234,9.0
1104,1104,10P,4,8,0.316,0.218,8.4
1105,1105,10P,4,10,0.317,0.194,8.0
1106,1106,10P,4,12,0.317,0.175,7.5
1107,1107,10P,4,14,0.318,0.157,7.2
1108,1108,10P,4,16,0.318,0.138,6.9
1109,1109,10P,4,18,0.318,0.12,6.6
1110,1110,10P,4,20,0.318,0.102,6.3
1111,1111,10P,4,22,0.318,0.082,6.0
1112,1112,2.5RP,4,0,0.31,0.316,12.0
1113,1113,2.5RP,4,2,0.317,0.288,10.7
1114,1114,2.5RP,4,4,0.324,0.261,9.6
1115,1115,2.5RP,4,6,0.33,0.237,8.9
1116,1116,2.5RP,4,8,0.334,0.217,8.4
1117,1117,2.5RP,4,10,0.338,0.199,7.9
1118,1118,2.5RP,4,12,0.343,0.18,7.5
1119,1119,2.5RP,4,14,0.346,0.163,7.1
1120,1120,2.5RP,4,16,0.35,0.144,6.8
1121,1121,2.5RP,4,18,0.353,0.127,6.5
1122,1122,2.5RP,4,20,0.356,0.11,6.2
1123,1123,5RP,4,2,0.325,0.291,10.7
1124,1124,5RP,4,4,0.338,0.267,9.6
1125,1125,5RP,4,6,0.35,0.245,8.9
1126,1126,5RP,4,8,0.359,0.226,8.3
1127,1127,5RP,4,10,0.367,0.208,7.8
1128,1128,5RP,4,12,0.377,0.189,7.4
1129,1129,5RP,4,14,0.384,0.172,7.1
1130,1130,5RP,4,16,0.392,0.155,6.7
1131,1131,5RP,4,18,0.4,0.138,6.4
1132,1132,7.5RP,4,2,0.332,0.295,10.7
1133,1133,7.5RP,4,4,0.352,0.276,9.7
1134,1134,7.5RP,4,6,0.372,0.257,8.9
1135,1135,7.5RP,4,8,0.388,0.24,8.3
1136,1136,7.5RP,4,10,0.404,0.223,7.8
1137,1137,7.5RP,4,12,0.421,0.207,7.4
1138,1138,7.5RP,4,14,0.436,0.191,6.9
1139,1139,7.5RP,4,16,0.452,0.174,6.6
1140,1140,10RP,4,2,0.339,0.302,10.7
1141,1141,10RP,4,4,0.367,0.287,9.8
1142,1142,10RP,4,6,0.395,0.272,9.0
1143,1143,10RP,4,8,0.419,0.259,8.3
1144,1144,10RP,4,10,0.444,0.245,7.8
1145,1145,10RP,4,12,0.466,0.232,7.3
1146,1146,10RP,4,14,0.488,0.22,6.9
1147,1147,10RP,4,16,0.511,0.206,6.6
1148,1148,2.5R,5,0,0.31,0.316,19.7
1149,1149,2.5R,5,2,0.34,0.311,18.3
1150,1150,2.5R,5,4,0.369,0.303,16.7
1151,1151,2.5R,5,6,0.398,0.295,15.4
1152,1152,2.5R,5,8,0.427,0.286,14.3
1153,1153,2.5R,5,10,0.455,0.277,13.4
1154,1154,2.5R,5,12,0.482,0.263,12.7
1155,1155,2.5R,5,14,0.508,0.259,11.9
1156,1156,2.5R,5,16,0.531,0.251,11.4
1157,1157,2.5R,5,18,0.554,0.243,10.9
1158,1158,5R,5,2,0.341,0.315,18.3
1159,1159,5R,5,4,0.374,0.312,16.9
1160,1160,5R,5,6,0.407,0.308,15.6
1161,1161,5R,5,8,0.441,0.302,14.5
1162,1162,5R,5,10,0.473,0.296,13.5
1163,1163,5R,5,12,0.505,0.29,12.7
1164,1164,5R,5,14,0.534,0.283,12.0
1165,1165,5R,5,16,0.564,0.277,11.4
1166,1166,5R,5,18,0.594,0.271,10.7
1167,1167,7.5R,5,2,0.342,0.32,18.5
1168,1168,7.5R,5,4,0.378,0.322,17.2
1169,1169,7.5R,5,6,0.415,0.322,15.8
1170,1170,7.5R,5,8,0.456,0.32,14.7
1171,1171,7.5R,5,10,0.487,0.318,13.7
1172,1172,7.5R,5,12,0.522,0.314,12.8
1173,1173,7.5R,5,14,0.552,0.31,12.1
1174,1174,7.5R,5,16,0.584,0.304,11.5
1175,1175,7.5R,5,18,0.616,0.297,10.9
1176,1176,10R,5,2,0.343,0.324,18.6
1177,1177,10R,5,4,0.381,0.33,17.3
1178,1178,10R,5,6,0.422,0.335,16.1
1179,1179,10R,5,8,0.459,0.338,15.0
1180,1180,10R,5,10,0.496,0.339,14.0
1181,1181,10R,5,12,0.534,0.34,13.2
1182,1182,10R,5,14,0.567,0.341,12.4
1183,1183,10R,5,16,0.603,0.341,11.8
1184,1184,10R,5,18,0.64,0.342,11.2
1185,1185,2.5YR,5,0,0.31,0.316,19.7
1186,1186,2.5YR,5,2,0.343,0.328,18.8
1187,1187,2.5YR,5,4,0.383,0.341,17.7
1188,1188,2.5YR,5,6,0.427,0.351,16.3
1189,1189,2.5YR,5,8,0.466,0.359,15.3
1190,1190,2.5YR,5,10,0.504,0.365,14.4
1191,1191,2.5YR,5,12,0.543,0.371,13.5
1192,1192,2.5YR,5,14,0.58,0.376,12.9
1193,1193,2.5YR,5,16,0.618,0.382,12.2
1194,1194,5YR,5,2,0.342,0.332,18.8
1195,1195,5YR,5,4,0.383,0.35,17.8
1196,1196,5YR,5,6,0.43,0.37,16.6
1197,1197,5YR,5,8,0.47,0.384,15.7
1198,1198,5YR,5,10,0.509,0.396,14.9
1199,1199,5YR,5,12,0.55,0.408,14.1
1200,1200,7.5YR,5,2,0.341,0.337,19.2
1201,1201,7.5YR,5,4,0.381,0.361,18.1
1202,1202,7.5YR,5,6,0.43,0.387,17.0
1203,1203,7.5YR,5,8,0.47,0.406,16.1
1204,1204,7.5YR,5,10,0.511,0.426,15.4
1205,1205,7.5YR,5,12,0.552,0.445,14.6
1206,1206,10YR,5,2,0.339,0.34,19.2
1207,1207,10YR,5,4,0.378,0.368,18.3
1208,1208,10YR,5,6,0.428,0.402,17.2
1209,1209,10YR,5,8,0.468,0.428,16.5
1210,1210,10YR,5,10,0.507,0.453,15.8
1211,1211,10YR,5,12,0.548,0.48,15.1
1212,1212,2.5Y,5,0,0.31,0.316,19.7
1213,1213,2.5Y,5,2,0.338,0.342,19.2
1214,1214,2.5Y,5,4,0.374,0.376,18.3
1215,1215,2.5Y,5,6,0.423,0.415,17.3
1216,1216,2.5Y,5,8,0.462,0.446,16.6
1217,1217,2.5Y,5,10,0.5,0.475,15.9
1218,1218,5Y,5,2,0.336,0.345,19.2
1219,1219,5Y,5,4,0.371,0.381,18.3
1220,1220,5Y,5,6,0.417,0.427,17.3
1221,1221,5Y,5,8,0.454,0.462,16.7
1222,1222,5Y,5,10,0.49,0.496,16.1
1223,1223,7.5Y,5,2,0.334,0.346,19.2
1224,1224,7.5Y,5,4,0.365,0.386,18.3
1225,1225,7.5Y,5,6,0.407,0.438,17.3
1226,1226,7.5Y,5,8,0.44,0.477,16.7
1227,1227,7.5Y,5,10,0.472,0.514,16.1
1228,1228,10Y,5,2,0.33,0.348,19.2
1229,1229,10Y,5,4,0.358,0.39,18.3
1230,1230,10Y,5,6,0.395,0.447,17.3
1231,1231,10Y,5,8,0.423,0.489,16.6
1232,1232,10Y,5,10,0.448,0.529,16.1
1233,1233,2.5GY,5,0,0.31,0.316,19.7
1234,1234,2.5GY,5,2,0.326,0.349,19.0
1235,1235,2.5GY,5,4,0.347,0.392,18.3
1236,1236,2.5GY,5,6,0.376,0.454,17.2
1237,1237,2.5GY,5,8,0.396,0.497,16.5
1238,1238,2.5GY,5,10,0.416,0.541,15.8
1239,1239,2.5GY,5,12,0.434,0.586,15.2
1240,1240,5GY,5,2,0.32,0.349,19.0
1241,1241,5GY,5,4,0.334,0.393,18.1
1242,1242,5GY,5,6,0.352,0.455,16.9
1243,1243,5GY,5,8,0.364,0.498,16.2
1244,1244,5GY,5,10,0.375,0.543,15.4
1245,1245,5GY,5,12,0.384,0.586,14.7
1246,1246,5GY,5,14,0.392,0.633,14.0
1247,1247,7.5GY,5,2,0.314,0.348,18.8
1248,1248,7.5GY,5,4,0.319,0.391,17.8
1249,1249,7.5GY,5,6,0.325,0.448,16.6
1250,1250,7.5GY,5,8,0.328,0.49,15.8
1251,1251,7.5GY,5,10,0.331,0.532,15.1
1252,1252,7.5GY,5,12,0.332,0.572,14.4
1253,1253,7.5GY,5,14,0.331,0.613,13.7
1254,1254,7.5GY,5,16,0.328,0.65,13.2
1255,1255,7.5GY,5,18,0.324,0.687,12.6
1256,1256,10GY,5,2,0.309,0.347,18.8
1257,1257,10GY,5,4,0.305,0.385,17.7
1258,1258,10GY,5,6,0.301,0.437,16.3
1259,1259,10GY,5,8,0.297,0.474,15.6
1260,1260,10GY,5,10,0.292,0.51,14.7
1261,1261,10GY,5,12,0.287,0.546,14.1
1262,1262,10GY,5,14,0.28,0.581,13.5
1263,1263,10GY,5,16,0.272,0.614,12.9
1264,1264,10GY,5,18,0.262,0.646,12.4
1265,1265,10GY,5,20,0.251,0.676,11.9
1266,1266,10GY,5,22,0.237,0.707,11.4
1267,1267,10GY,5,24,0.223,0.737,11.0
1268,1268,10GY,5,26,0.207,0.765,10.6
1269,1269,2.5G,5,0,0.31,0.316,19.7
1270,1270,2.5G,5,2,0.303,0.344,18.6
1271,1271,2.5G,5,4,0.293,0.377,17.5
1272,1272,2.5G,5,6,0.277,0.419,16.5
1273,1273,2.5G,5,8,0.265,0.449,15.3
1274,1274,2.5G,5,10,0.251,0.478,14.5
1275,1275,2.5G,5,12,0.236,0.506,13.8
1276,1276,2.5G,5,14,0.221,0.532,13.2
1277,1277,2.5G,5,16,0.204,0.562,12.5
1278,1278,2.5G,5,18,0.19,0.586,12.0
1279,1279,2.5G,5,20,0.171,0.616,11.4
1280,1280,2.5G,5,22,0.153,0.643,11.0
1281,1281,2.5G,5,24,0.135,0.658,10.5
1282,1282,2.5G,5,26,0.117,0.694,10.1
1283,1283,2.5G,5,28,0.099,0.718,9.8
1284,1284,2.5G,5,30,0.08,0.742,9.5
1285,1285,2.5G,5,32,0.061,0.767,9.2
1286,1286,5G,5,2,0.298,0.34,18.6
1287,1287,5G,5,4,0.282,0.367,17.5
1288,1288,5G,5,6,0.259,0.399,16.1
1289,1289,5G,5,8,0.24,0.424,15.1
1290,1290,5G,5,10,0.221,0.447,14.3
1291,1291,5G,5,12,0.198,0.47,13.4
1292,1292,5G,5,14,0.179,0.49,12.8
1293,1293,5G,5,16,0.157,0.511,12.2
1294,1294,5G,5,18,0.134,0.531,11.6
1295,1295,5G,5,20,0.111,0.551,11.1
1296,1296,5G,5,22,0.089,0.57,10.7
1297,1297,5G,5,24,0.066,0.589,10.2
1298,1298,7.5G,5,2,0.293,0.336,18.5
1299,1299,7.5G,5,4,0.272,0.358,17.3
1300,1300,7.5G,5,6,0.246,0.383,15.9
1301,1301,7.5G,5,8,0.222,0.402,15.0
1302,1302,7.5G,5,10,0.2,0.42,14.1
1303,1303,7.5G,5,12,0.175,0.438,13.3
