,Unnamed: 0,h,V,C,x,y,Y
285,285,5G,2,8,0.129,0.526,1.83
286,286,5G,2,10,0.081,0.566,1.67
287,287,5G,2,12,0.033,0.606,1.53
288,288,5G,2,14,-0.022,0.647,1.4
289,289,7.5G,2,2,0.276,0.35,2.77
290,290,7.5G,2,4,0.226,0.39,2.4
291,291,7.5G,2,6,0.158,0.437,2.04
292,292,7.5G,2,8,0.105,0.468,1.84
293,293,7.5G,2,10,0.053,0.498,1.66
294,294,7.5G,2,12,0.0,0.529,1.53
295,295,10G,2,2,0.268,0.339,2.74
296,296,10G,2,4,0.214,0.365,2.39
297,297,10G,2,6,0.145,0.394,2.04
298,298,10G,2,8,0.09,0.413,1.84
299,299,10G,2,10,0.033,0.427,1.67
300,300,2.5BG,2,0,0.31,0.316,3.12
301,301,2.5BG,2,2,0.262,0.325,2.74
302,302,2.5BG,2,4,0.205,0.332,2.37
303,303,2.5BG,2,6,0.144,0.335,2.07
304,304,2.5BG,2,8,0.083,0.335,1.84
305,305,2.5BG,2,10,0.03,0.334,1.67
306,306,5BG,2,2,0.259,0.313,2.72
307,307,5BG,2,4,0.204,0.306,2.35
308,308,5BG,2,6,0.15,0.296,2.1
309,309,5BG,2,8,0.097,0.284,1.89
310,310,5BG,2,10,0.049,0.272,1.73
311,311,7.5BG,2,2,0.258,0.304,2.69
312,312,7.5BG,2,4,0.208,0.287,2.37
313,313,7.5BG,2,6,0.163,0.267,2.13
314,314,7.5BG,2,8,0.122,0.249,1.95
315,315,7.5BG,2,10,0.087,0.231,1.82
316,316,7.5BG,2,12,0.059,0.217,1.73
317,317,10BG,2,2,0.26,0.295,2.67
318,318,10BG,2,4,0.216,0.272,2.37
319,319,10BG,2,6,0.177,0.248,2.16
320,320,10BG,2,8,0.144,0.227,1.99
321,321,10BG,2,10,0.115,0.208,1.87
322,322,10BG,2,12,0.091,0.191,1.78
323,323,10BG,2,14,0.072,0.177,1.69
324,324,2.5B,2,0,0.31,0.316,3.12
325,325,2.5B,2,2,0.262,0.29,2.67
326,326,2.5B,2,4,0.221,0.264,2.37
327,327,2.5B,2,6,0.187,0.238,2.17
328,328,2.5B,2,8,0.159,0.215,2.0
329,329,2.5B,2,10,0.136,0.185,1.88
330,330,2.5B,2,12,0.114,0.176,1.79
331,331,2.5B,2,14,0.092,0.15,1.71
332,332,5B,2,2,0.264,0.286,2.67
333,333,5B,2,4,0.227,0.257,2.37
334,334,5B,2,6,0.196,0.231,2.19
335,335,5B,2,8,0.171,0.207,2.02
336,336,5B,2,10,0.15,0.188,1.91
337,337,5B,2,12,0.13,0.168,1.81
338,338,5B,2,14,0.109,0.146,1.72
339,339,5B,2,16,0.091,0.127,1.64
340,340,7.5B,2,2,0.267,0.282,2.67
341,341,7.5B,2,4,0.233,0.251,2.37
342,342,7.5B,2,6,0.205,0.224,2.19
343,343,7.5B,2,8,0.183,0.201,2.03
344,344,7.5B,2,10,0.163,0.171,1.92
345,345,7.5B,2,12,0.145,0.161,1.82
346,346,7.5B,2,14,0.126,0.139,1.74
347,347,7.5B,2,16,0.109,0.119,1.64
348,348,10B,2,2,0.271,0.279,2.65
349,349,10B,2,4,0.239,0.246,2.37
350,350,10B,2,6,0.214,0.219,2.19
351,351,10B,2,8,0.193,0.195,2.04
352,352,10B,2,10,0.176,0.166,1.92
353,353,10B,2,12,0.159,0.156,1.83
354,354,10B,2,14,0.14,0.135,1.75
355,355,10B,2,16,0.123,0.115,1.66
356,356,10B,2,18,0.107,0.095,1.59
357,357,2.5PB,2,0,0.31,0.316,3.12
358,358,2.5PB,2,2,0.274,0.276,2.65
359,359,2.5PB,2,4,0.246,0.242,2.37
360,360,2.5PB,2,6,0.222,0.219,2.19
361,361,2.5PB,2,8,0.203,0.192,2.04
362,362,2.5PB,2,10,0.187,0.162,1.93
363,363,2.5PB,2,12,0.171,0.152,1.84
364,364,2.5PB,2,14,0.154,0.13,1.76
365,365,2.5PB,2,16,0.14,0.11,1.67
366,366,2.5PB,2,18,0.127,0.091,1.6
367,367,2.5PB,2,20,0.115,0.072,1.54
368,368,5PB,2,2,0.279,0.273,2.65
369,369,5PB,2,4,0.254,0.238,2.37
370,370,5PB,2,6,0.234,0.21,2.17
371,371,5PB,2,8,0.217,0.186,2.04
372,372,5PB,2,10,0.204,0.166,1.93
373,373,5PB,2,12,0.19,0.146,1.85
374,374,5PB,2,14,0.177,0.125,1.77
375,375,5PB,2,16,0.165,0.104,1.68
376,376,5PB,2,18,0.155,0.086,1.62
377,377,5PB,2,20,0.144,0.066,1.55
378,378,5PB,2,22,0.135,0.047,1.5
379,379,7.5PB,2,2,0.284,0.271,2.65
380,380,7.5PB,2,4,0.263,0.235,2.35
381,381,7.5PB,2,6,0.246,0.205,2.17
382,382,7.5PB,2,8,0.233,0.181,2.04
383,383,7.5PB,2,10,0.223,0.162,1.94
384,384,7.5PB,2,12,0.212,0.141,1.86
385,385,7.5PB,2,14,0.202,0.121,1.78
386,386,7.5PB,2,16,0.193,0.1,1.69
387,387,7.5PB,2,18,0.184,0.081,1.62
388,388,7.5PB,2,20,0.176,0.061,1.56
389,389,7.5PB,2,22,0.169,0.041,1.51
390,390,7.5PB,2,24,0.162,0.022,1.46
391,391,10PB,2,2,0.288,0.269,2.63
392,392,10PB,2,4,0.272,0.233,2.35
393,393,10PB,2,6,0.259,0.203,2.16
394,394,10PB,2,8,0.248,0.178,2.03
395,395,10PB,2,10,0.241,0.159,1.94
396,396,10PB,2,12,0.233,0.139,1.86
397,397,10PB,2,14,0.225,0.118,1.78
398,398,10PB,2,16,0.218,0.099,1.69
399,399,10PB,2,18,0.211,0.078,1.63
400,400,10PB,2,20,0.205,0.058,1.56
401,401,10PB,2,22,0.2,0.038,1.51
402,402,10PB,2,24,0.195,0.017,1.46
403,403,2.5P,2,0,0.31,0.316,3.12
404,404,2.5P,2,2,0.293,0.269,2.63
405,405,2.5P,2,4,0.28,0.231,2.35
406,406,2.5P,2,6,0.27,0.201,2.16
407,407,2.5P,2,8,0.263,0.176,2.03
408,408,2.5P,2,10,0.257,0.157,1.93
409,409,2.5P,2,12,0.252,0.137,1.85
410,410,2.5P,2,14,0.247,0.116,1.77
411,411,2.5P,2,16,0.242,0.096,1.69
412,412,2.5P,2,18,0.237,0.076,1.62
413,413,2.5P,2,20,0.234,0.056,1.56
414,414,2.5P,2,22,0.231,0.036,1.51
415,415,5P,2,2,0.299,0.269,2.63
416,416,5P,2,4,0.291,0.23,2.33
417,417,5P,2,6,0.284,0.2,2.14
418,418,5P,2,8,0.279,0.176,2.02
419,419,5P,2,10,0.275,0.156,1.92
420,420,5P,2,12,0.271,0.142,1.84
421,421,5P,2,14,0.267,0.117,1.76
422,422,5P,2,16,0.263,0.096,1.68
423,423,5P,2,18,0.26,0.075,1.6
424,424,5P,2,20,0.256,0.054,1.54
425,425,7.5P,2,2,0.306,0.269,2.63
426,426,7.5P,2,4,0.302,0.231,2.33
427,427,7.5P,2,6,0.299,0.201,2.14
428,428,7.5P,2,8,0.296,0.177,2.0
429,429,7.5P,2,10,0.293,0.157,1.91
430,430,7.5P,2,12,0.29,0.137,1.82
431,431,7.5P,2,14,0.288,0.116,1.74
432,432,7.5P,2,16,0.285,0.097,1.66
433,433,7.5P,2,18,0.282,0.076,1.59
434,434,7.5P,2,20,0.278,0.055,1.53
435,435,10P,2,2,0.312,0.27,2.63
436,436,10P,2,4,0.312,0.232,2.32
437,437,10P,2,6,0.313,0.203,2.13
438,438,10P,2,8,0.313,0.179,1.99
439,439,10P,2,10,0.313,0.159,1.89
440,440,10P,2,12,0.312,0.138,1.8
441,441,10P,2,14,0.311,0.117,1.71
442,442,10P,2,16,0.31,0.098,1.64
443,443,10P,2,18,0.309,0.077,1.56
444,444,2.5RP,2,0,0.31,0.316,3.12
445,445,2.5RP,2,2,0.32,0.272,2.63
446,446,2.5RP,2,4,0.327,0.236,2.31
447,447,2.5RP,2,6,0.332,0.207,2.11
448,448,2.5RP,2,8,0.336,0.183,1.98
449,449,2.5RP,2,10,0.338,0.163,1.87
450,450,2.5RP,2,12,0.341,0.142,1.77
451,451,2.5RP,2,14,0.343,0.12,1.67
452,452,2.5RP,2,16,0.345,0.102,1.6
453,453,2.5RP,2,18,0.346,0.082,1.53
454,454,5RP,2,2,0.331,0.277,2.63
455,455,5RP,2,4,0.347,0.243,2.31
456,456,5RP,2,6,0.359,0.215,2.11
457,457,5RP,2,8,0.369,0.191,1.95
458,458,5RP,2,10,0.376,0.172,1.84
459,459,5RP,2,12,0.384,0.151,1.74
460,460,5RP,2,14,0.392,0.129,1.64
461,461,5RP,2,16,0.397,0.112,1.57
462,462,7.5RP,2,2,0.343,0.284,2.65
463,463,7.5RP,2,4,0.37,0.254,2.31
464,464,7.5RP,2,6,0.392,0.229,2.1
465,465,7.5RP,2,8,0.413,0.207,1.94
466,466,7.5RP,2,10,0.426,0.187,1.82
467,467,7.5RP,2,12,0.441,0.168,1.71
468,468,7.5RP,2,14,0.455,0.149,1.62
469,469,10RP,2,2,0.352,0.291,2.65
470,470,10RP,2,4,0.39,0.268,2.31
471,471,10RP,2,6,0.424,0.247,2.1
472,472,10RP,2,8,0.455,0.228,1.92
473,473,10RP,2,10,0.482,0.21,1.78
474,474,10RP,2,12,0.505,0.195,1.68
475,475,10RP,2,14,0.527,0.179,1.6
476,476,2.5R,3,0,0.31,0.316,6.55
477,477,2.5R,3,2,0.35,0.304,5.8
478,478,2.5R,3,4,0.389,0.292,5.16
479,479,2.5R,3,6,0.427,0.278,4.68
480,480,2.5R,3,8,0.462,0.265,4.31
481,481,2.5R,3,10,0.496,0.252,3.97
482,482,2.5R,3,12,0.53,0.239,3.7
483,483,2.5R,3,14,0.562,0.226,3.49
484,484,2.5R,3,16,0.595,0.211,3.12
485,485,5R,3,2,0.354,0.312,5.85
